Id,Name,Points
0,Julia Drwęska-Michalska,113
1,Jagoda Nowacka,105
2,Wiktoria Kuropaczewska,90
3,Natalia  Jarosz,89
4,Sara Struzik,86
5,Barbara Woj,81
6,Marianna Ignasiak,72
7,Dominika Matyjaszczyk ,72
8,Jolanta Jacek,68
9,Dżemila Murzicz,67
10,Maria Brykner,64
11,Natalia Kita,43
12,Ania Rogala,39
13,Ewa Profaska,31
14,Nicol Zylka,25
15,Paulina Ratajczyk,16
16,Katarzyna Łojek,13
17,Patrycja Bartoszewska,12
18,Joanna  Nawrocka-Rohnka ,10
