Id,Name,Points
0,Natalia  Jarosz,89
1,Julia Drwęska-Michalska,78
2,Sara Struzik,64
3,Barbara Woj,61
4,Jagoda Nowacka,61
5,Wiktoria Kuropaczewska,50
6,Dominika Matyjaszczyk ,50
7,Natalia Kita,43
8,Dżemila Murzicz,41
9,Ania Rogala,39
10,Jolanta Jacek,38
11,Marianna Ignasiak,36
12,Nicol Zylka,25
13,Maria Brykner,24
14,Paulina Ratajczyk,16
15,Katarzyna Łojek,13
16,Patrycja Bartoszewska,12
17,Ewa Profaska,11
18,Joanna  Nawrocka-Rohnka ,10
