Id,Name,Points
0,Julia Drwęska-Michalska,76
1,Jagoda Nowacka,61
2,Dominika Matyjaszczyk ,42
3,Dżemila Murzicz,41
4,Natalia Kita,41
5,Barbara Woj,40
6,Sara Struzik,38
7,Marianna Ignasiak,28
8,Nicol Zylka,25
9,Wiktoria Kuropaczewska,24
10,Natalia  Jarosz,24
11,Jolanta Jacek,21
12,Paulina Ratajczyk,16
13,Ania Rogala,14
14,Patrycja Bartoszewska,12
15,Ewa Profaska,11
16,Joanna  Nawrocka-Rohnka ,10
17,Maria Brykner,8
