Id,Name,Points
0,Michal Masztal,26
1,Michał Lewandowski,24
2,Kacper Gajewy,23
3,Adrian Wilkowski,22
4,Łukasz Surowiecki,20
5,Piotr  Szachta,18
6,Andrzej Gruch,17
7,Maciej Danielak,15
8,Andrzej Bibik,8
9,Michał Gólski,2
