Id,Name,Points
0,Julia Drwęska-Michalska,76
1,Jagoda Nowacka,61
2,Sara Struzik,53
3,Barbara Woj,46
4,Natalia  Jarosz,44
5,Dominika Matyjaszczyk ,42
6,Dżemila Murzicz,41
7,Natalia Kita,41
8,Marianna Ignasiak,28
9,Nicol Zylka,25
10,Wiktoria Kuropaczewska,24
11,Maria Brykner,24
12,Jolanta Jacek,21
13,Paulina Ratajczyk,16
14,Ania Rogala,14
15,Patrycja Bartoszewska,12
16,Ewa Profaska,11
17,Joanna  Nawrocka-Rohnka ,10
